,Unnamed: 0,PET,literal translation,euphemistic meanings,category,label,text,source,contains_boundary_tokens,euph_status
221,221,arákùnrin,your brother/a man,penis,Bodily Functions/Parts,0,"Bakan naa ni wọn tun mu [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] kan Butven Siman, ẹni ọdun mejilelọgọta, labule Timbol, ni Guusu Lang village tang, nipinlẹ Plateau, fẹsun gbigbe egboogi oloro",,1,sometimes_euph
1956,1956,ọmọ òrukàn,orphan,polite usage of orphan,Social,1,“Má ṣe yan opó tàbí [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] n jẹ.,https://www.biblegateway.com/verse/yo/Eksodu%2022%3A22,1,always_euph
2503,2503,Wàjà,climb the roof,death,Death,1,"Gomina Ipinlẹ Eko, Babajide Sanwo Olu ti kẹduin lori Oba Oniru ti Iru, Oba Idowu Oniru ti [PET_BOUNDARY]Wàjà[PET_BOUNDARY] ja ni ọjọ Aje.",https://www.bbc.com/yoruba/,1,always_euph
1967,1967,ọmọ òrukàn,orphan,polite usage of orphan,Social,1,"Pẹlu iyipada laipe ti Roe v. Wade, o nireti pe awọn iṣẹyun diẹ yoo wa, ti o yori si ilosoke ninu nọmba awọn ọmọ ti a fi silẹ fun isọdọmọ. Gẹgẹbi Ile-ijọsin, a ko le koju ọrọ iṣẹyun laisi tun sọrọ pataki ti isọdọmọ. Èrò tí kò tọ́ kan wà p [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] òrukàn ní Amẹ́ríkà kì í ṣe ìṣòro pàtàkì nítorí ètò ìtọ́jú alágbàtọ́ tí ìjọba ń náwó sí. Sibẹsibẹ, a mọ pe eyi ko le jẹ siwaju si otitọ. Ni afikun si awọn ọmọde 100,000 ti o nilo awọn idile ti o duro pẹ titi, ifoju 700,000 awọn ọmọde kekere ni iriri aini ile ni aaye kan ni ọdun kan. Awọn ọmọde wọnyi nigbagbogbo sa lọ tabi yago fun titẹ si eto olutọju lapapọ nitori awọn iriri ipanilaya iṣaaju.",https://nickvministries.org/yo/the-solution-is-simple/,1,always_euph
2110,2110,Itura,relief,orgasm,Bodily Functions/Parts,0,“Obinrin naa pariwo sita lẹyin to ri pe ọkunrin naa ti daku. Alakoso il [PET_BOUNDARY]Itura[PET_BOUNDARY] ra ati awọn eeyan agbegbe sure lọ si ibẹ lati doola ẹmi oloogbe naa sugbọn ẹmi pada bọ.,https://www.bbc.com/yoruba/articles/cd19qe3w7zlo,1,sometimes_euph
68,68,nǹkan oṣù,thing of the month,menstruation,Bodily Functions/Parts,1,"[PET_BOUNDARY]n[PET_BOUNDARY] ǹkan oṣù[PET_BOUNDARY] [PET_BOUNDARY] obinrin le dawọ duro laipe ọjọ, lai ni idi kankan",bbc,1,always_euph
105,105,Abẹ́rẹ́,needle,penis,Bodily Functions/Parts,1,[PET_BOUNDARY]Abẹ́rẹ́[PET_BOUNDARY] Dayo ti duro. O ti setan lati do obinrin,,1,sometimes_euph
2574,2574,Papoda,changed position,death,Death,1,Awọn olokiki kan ṣi wa laaye titi di ọjọ oni to jẹ wi pe a ti gbọ iroyin ofege nipa i [PET_BOUNDARY]Papoda[PET_BOUNDARY] wọn sẹyin.,https://www.bbc.com/yoruba/,1,always_euph
279,279,ilé ọmọ obìnrin,the house of the woman,womb,Bodily Functions/Parts,1,Eͅlomiran tileͅ ni nitori oun feͅ ki awoͅn obi miran yoͅ ayoͅ oͅmoͅ ni oun sͅe gbe igbeseͅ lati ya woͅn ni [PET_BOUNDARY]ile oͅmoͅ[PET_BOUNDARY] oun.,https://www.bbc.com/yoruba/articles/cv283kk3j3ro,1,always_euph
830,830,se alaisi,is no more,death,Death,1,"Awon isele tuntun 3,852 ni o seyo ni osu kewaa, eyi ti o mu ki apapo iye awon isele ti o ti seyo lati igbati ajakale arun yi ti be sile di 62,853. Iye awon ti o ti je [PET_BOUNDARY]alaisi[PET_BOUNDARY] lo soke lati mejilelogbon si 1,144. Awon alaisan ti won n gba itoju lowolowo je 3,034 ni opin osu yi. isele tuntun merinlelogun ni o tun seyo ni osu kewaa, eyi ti o mu ki apapo iye nawon isele ti won ti fi di e mule di 1,220. Iye awon ti o ti je [PET_BOUNDARY] alaisi [PET_BOUNDARY] ko yipada. Iye awon alaisan ti won ti gba iwosan lo soke si 1137, nigba ti awon alaisan merinla n gba itoju lowolowo ni opin osu kewaa.",Wikipedia,1,sometimes_euph
2134,2134,Itura,relief,orgasm,Bodily Functions/Parts,1,"[PET_BOUNDARY]Itura[PET_BOUNDARY] orí idọ ojú ara Eyi lo wọpọ ju, to si jẹ pe ìdá ààdọ́run ninu awọn obinrin ni yoo ni iriri yii lasiko ti wọn ba fi ọwọ tabi nkan ọkunrin kan idọ̀ oju ara ara wọn,",https://www.bbc.com/yoruba/awon-iroyin-miran-45042521,1,sometimes_euph
2529,2529,Jáde láyé,left the earth,death,Death,1,"Omowunmi, ẹni to bimọ ọmọ kan fun Mohbad salaye pe ọpọlọpọ inira ni Mohbad ni, to si jẹ pe awọn kan tun dunkooko mọ titi to f [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] ye.",https://www.bbc.com/yoruba/,1,always_euph
1859,1859,Olóde/ Bàbá òde,one who owns the town,small pox,Physical/Mental Attributes,1,O̩mo̩dé o seé gbé lo̩ ibi ti [PET_BOUNDARY]Olóde[PET_BOUNDARY]  ba ti ja,a pragmatic analysis of selected yoruba euphemisms,1,sometimes_euph
1476,1476,Animashaaun,a charitable person,prostitute,Sexual Activity,0,"Bi o se je wi pe ile orin ni ID Cabasa n sun tosan-toru nibi to ti n yi gbogbo e po ko le jo ara won, nibayii won ti fi ifiamiororo yan omokunrin naa gege bi alufa ni ile ijosin Global Impact to wa ni Babs [PET_BOUNDARY]Animashaun[PET_BOUNDARY]  ni Surulere.",http://www.alaroyeonline.com/articles_image/8869.pdf,1,sometimes_euph
2360,2360,Igbadun,enjoyment,sex,Sexual Activity,0,"Amọ nitori awọn ogbontagi gẹẹsi atijọ to fi kọ iwe naa, o loju akẹkọọ tabi onkawe ti itan naa ye bo se yẹ amọ anfaani ọtun tun ti de lati [PET_BOUNDARY]gbadun[PET_BOUNDARY] itan ifẹ naa.",https://www.bbc.com/yoruba/afrika-58688930,1,sometimes_euph
733,733,re wale asa,has joined the ancestors,death,Death,1,"Haa,irawo nla lo, Oluwatobiloba Adejoke Ewatomi Ajibulu ti [PET_BOUNDARY]re wale asa[PET_BOUNDARY] a,odi gbe odi arinnako,otun doju ala ka to rira,gbogbo ipapo Woli egba eku ara Fe raku eni rere to lo.",https://www.facebook.com/search/top/?q=rewale%20Asa.,1,always_euph
726,726,rorun are mabo,"has gone to a heaven, where there is no returning",death,Death,1,"awaye iku kosi, [PET_BOUNDARY]orun[PET_BOUNDARY] nikan [PET_BOUNDARY] lare mabo [PET_BOUNDARY]",http://www.eajournals.org/wp-content/uploads/Suicide-in-Yoruba-Ontology.pdf,1,always_euph
2593,2593,Papoda,changed position,death,Death,1,"Awọn ẹbi baba agba, Oloogbe Taiwo Akinkunmi, ẹni to fun asia orilẹ-ede Naijiria ni awọ ewe ati funfun, ti ṣalaye idi ti wọn ko ṣe ti i sin baba naa lati ọjọ kọkandinlọgbọn oṣu kẹjọ ọdun 202 [PET_BOUNDARY]Papoda[PET_BOUNDARY] i papoda.",https://www.bbc.com/yoruba/,1,always_euph
1330,1330,sunmo,come close,sex,Sexual Activity,1,Enikeni ko gbodo [PET_BOUNDARY]sunmo[PET_BOUNDARY] enikan ti ise ibatan re lati tu ihoho re; Emi ni Oluwa(6).,Leviticus 18: 6; 19 BBPB,1,sometimes_euph
1559,1559,akúra,one whose body is dead,impotence,Physical/Mental Attributes,1,Gbígbọ́ tí aya náà wá gbọ́ nípa àrùn ọkọ rẹ̀ tàbí ìṣekúṣe tó ti ń ṣe kiri tẹ́lẹ̀ (kódà ká ní ṣe ló tiẹ̀ wá mọ̀ pé ọkọ náà kò lè bímọ [PET_BOUNDARY]akúra[PET_BOUNDARY] pé akúra ni) kò fòpin sí ìgbéyàwó tí wọ́n ṣe.,,1,always_euph
1864,1864,sin gbere ipako,circumcision of the head,give warnings,Social,1,Akeredolu [PET_BOUNDARY]sin[PET_BOUNDARY] APC ni [PET_BOUNDARY] gbere ipako [PET_BOUNDARY],https://oloselu.ng/akeredolu-sin-apc-ni-gbere-ipako/,1,sometimes_euph
587,587,rin ìrìn àjò,has gone on a journey,death,Death,0,[PET_BOUNDARY]irin ajo[PET_BOUNDARY] Sorun Ko Rorun,#NAME?,1,sometimes_euph
2528,2528,Jáde láyé,left the earth,death,Death,1,"Bakan naa ni Baba Mohbad, Joseph Aloba ni oun lala buruku ni o ku ọjọ meji ti ọmọ oun [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] e, to si tun salaye pe oun ro pe abẹrẹ ti wọn fun Mohbad lo ṣekupa.",https://www.bbc.com/yoruba/,1,always_euph
1160,1160,ìbálòpọ̀,relate with,sex,Sexual Activity,1,"Lọjọ kan, ọkan lara awọn obinrin to n tọju rẹ ka a mọ ibi to ti n fun ara rẹ ni adun [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] ọ, eyi ti wọn n pe ni 'masturbation', ni ede Gẹẹsi.",https://www.bbc.com/yoruba/awon-iroyin-miran-53918109,1,sometimes_euph
2386,2386,Igbadun,enjoyment,sex,Sexual Activity,1,"Arabinrin ọmọ ilẹ Singapore naa sọ awọn ọna ti obinrin le gba lati le [PET_BOUNDARY]gbadun[PET_BOUNDARY] ibalopọ, pẹlu eemi ati awọn isẹpo ara lasan, eleyii ti o ni ko wọpọ ni awujọ wa.",https://www.bbc.com/yoruba/agbaye-51887325,1,sometimes_euph
583,583,rin ìrìn àjò,has gone on a journey,death,Death,0,"Ìgbìmọ̀ PTF fikuN pé àwọn ti fi ọ̀rọ̀ náà tó àwọn ti ọ̀rọ̀ kàn létí, àti pé wọ́n kò ni le fi ìwé ìrì [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] rìn àjò lọ sí orílẹ̀-èdè Nàìjíríà.",https://www.bbc.com/yoruba/55513788,1,sometimes_euph
456,456,A-lá-bára-méjí,one who has two bodies,be pregnant,Physical/Mental Attributes,0,"Itẹ oku si ni wọn ti fun ni obìnrin kan bíi aya to maa n tẹle lọ digunjale ti gbogbo aye mọ si Alhaja, awọn eeyan ro pe eeyan ni amọ alujannu ni. Alhaja maa n bo ori ni, kii si oju silẹ kí asiri rẹ ma ba a tete tu pe [PET_BOUNDARY]abara meji[PET_BOUNDARY] ni, ko si si ẹni to maa n ri oju rẹ rara.",https://www.bbc.com/yoruba/afrika-53670410,1,sometimes_euph
1072,1072,do,punch or touch,sex,Sexual Activity,1,Kilode Ti Ariwo Di [PET_BOUNDARY]do[PET_BOUNDARY] 🥒👉👌💦 Oko Ati Obo👌Wa Gba Aye Kan Bayi,,1,sometimes_euph
1386,1386,ìṣekúṣe,inappropriate actions,sex,Sexual Activity,1,"Ní báyìí tó o ti rí ohun tó máa tẹ̀yìn ẹ̀ yọ téèyàn bá ń fi ohun tó ń mọ́kàn ẹni fà [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] úṣe ránṣẹ́ lórí fóònù, ìyẹn bó ṣe máa nípa lórí ìwọ àtàwọn míì àti ohun tó lè ṣẹlẹ̀ tọ́wọ́ òfin bá tẹ̀ ẹ́, á dáa kó o tẹ̀ lé ìmọ̀ràn Bíbélì yìí:",https://www.jw.org/yo,1,sometimes_euph
919,919,dakẹ́,is quiet,death,Death,0,"Lailai ni mo ti [PET_BOUNDARY]dakẹ́[PET_BOUNDARY] ́: mo ti gbe jẹ, mo ti pa ara mi mọra; nisisiyi emi o ké bi obinrin ti nrọbi; emi o parun, emi o si gbé mì lẹ̃kanna.",Isa 42:14-20Yorùbá Bibeli (YCE),1,sometimes_euph
1624,1624,alo kí olóhun ó kígbe.,someone who uses something so that the owner can cry out,a thief,Social,1,"Ninu iwadii tawọn ọlọpaa ṣe, wọn lawọn [PET_BOUNDARY]alọ-kolohun-kigbe[PET_BOUNDARY] ẹda yii ti pẹ lẹnu iṣẹ laabi wọn, wọn ti n figba kan ja awọn eeyan lole lagbegbe kan naa, wọn ni wọn lọ, wọn tun pada wa ni, ki ọwọ too ba wọn lọtẹ yii. Kọmiṣanna ọlọpaa ipinlẹ Eko, CP Abiọdun Alabi, ti ni kawọn ọtẹlẹmuyẹ tubọ ṣiṣẹ iwadii wọn pari, ki wọn le foju awọn afurasi yii bale-ẹjọ, ki wọn le gba sẹria to tọ si wọn. O ni ko saaye fawọn janduku ati ọdaran l’Ekoo, tori awọn maa mu wọn debi ti wọn aa ti kan idin ninu iyọ tọwọ ba ba wọn.",https://alaroye.org/e-wo-omo-iya-meta-ti-won-n-digunjale-nijebu/,1,always_euph
2120,2120,Itura,relief,orgasm,Bodily Functions/Parts,0,Wọ́n fi ẹ̀sùn kan àwọn ọkùnrin tó na obìnrin yìí dojú ikú tí wọ́n tún ju òkú rẹ̀ s' ódò adágún [PET_BOUNDARY]Itura[PET_BOUNDARY] ìtura,https://www.bbc.com/yoruba/articles/cd1g2v28g13o,1,sometimes_euph
1381,1381,ìṣekúṣe,inappropriate actions,sex,Sexual Activity,1,"Ẹnu àwọn tó ń ṣèwádìí ò kò lórí bóyá wíwo àwọn ohun tó ń mú ọkàn fà sí [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] lè mú kéèyàn ṣe ìṣekúṣe. Àmọ́ Bíbélì jẹ́ ká mọ̀ lọ́nà tó ṣe kedere pé inú Ọlọ́run kò dùn sí àwọn ohun tó ń mú ọkàn èèyàn fà sí ìṣekúṣe, kò sì lè jẹ́ kéèyàn sún mọ́ Ọlọ́run. Ìmọ̀ràn Bíbélì ni pé: “Ẹ sọ àwọn ẹ̀yà ara yín di òkú . . . ní ti àgbèrè [àti] ìdálọ́rùn fún ìbálòpọ̀ takọtabo.” (Kólósè 3:5) Àwọn tó ń wo àwọn ohun tó ń mú ọkàn fà sí ìṣekúṣe kò tẹ̀ lé ìmọ̀ràn yìí, ṣe ni wọ́n túbọ̀ ń mú ara wọn gbóná.",https://www.jw.org/yo,1,sometimes_euph
1922,1922,itura,relief,orgasm,Bodily Functions/Parts,0,"Gẹgẹ bii ileeṣẹ iroyin The Nigerian Tribune ṣe gbe e jade lowurọ òní. Ile [PET_BOUNDARY]itura[PET_BOUNDARY] a naa ni ko fun awọn eeyan ni iṣẹ mọ, to si ti di ahoro, ti awọn ẹsọ ibẹ si n sọ fun awọn eeyan to wa si ile ìtura pe awọn ti kogba wọle.",https://www.bbc.com/yoruba/articles/c13e5x0r4m3o,1,sometimes_euph
1208,1208,ajosepo,mutual dealings,sex,Sexual Activity,0,Arabinrin Ayoola salaye pe riro [PET_BOUNDARY]ajosepo[PET_BOUNDARY] larin ile ise mejeeji lagbarasi lose koko fun ise won fawon araalu papa julo pelu bile yi se n gbaradi feto idibo lodun tonbo.,https://radionigeriaibadan.gov.ng/2022/01/26/ile-ise-radio-nigeria-pe-fun-ajosepo-pelu-ajo-noa/,1,sometimes_euph
837,837,se alaisi,is no more,death,Death,1,"Ní ọjọ́ kẹta oṣù kẹrin, Nàìjíríà fìdí ìṣẹ̀lẹ̀ tuntun mẹ́ẹ̀ẹ́dọ́gbọ̀n múlẹ̀: mọ́kànlá ní Ìpínlẹ̀ Èkó, mẹ́fà ní Ìpínlẹ̀ Ọ̀ṣun, mẹ́ta ní Àbújá, mẹ́ta ní Ìpínlẹ̀ Ẹdó, ẹyọkan ní Ìpínlẹ̀ Oǹdó àti ẹyọkan ní Ìpínlẹ̀ Ọ̀yọ́. Wọ́n tún ṣe ìkéde pé wọ́n dá ènìyàn márùn-ún sílẹ̀ ní ilé ìwòsàn tí ènìyàn méjì si jẹ́ [PET_BOUNDARY]aláìsí[PET_BOUNDARY]. Orílẹ̀-èdè Nàìjíríà ṣe ìkéde pé àwọn ti mọ̀ dájú nípa àwọn ènìyàn tí ó tó 6700 tí wọ́n ti ní ìfarakanra pẹ̀lú àwọn tí wọ́n ti kó àrùn COVID-19 àti wí pé àwọn ń topasẹ̀ àwọn ènìyàn tí ó tó ìda lọ́nà mọ́kànléláàádọ́rin tí wọ́n sì ń ṣàyẹ̀wò fún iye ènìyàn tí ó tó 4000 àti wí pé àwọn ti ní ilé àyẹ̀wò tí ó tó mẹ́jọ.",Wikipedia,1,sometimes_euph
430,430,àyà or igbaya,chest,breast,Bodily Functions/Parts,1,"Ti a ba rii akàn [PET_BOUNDARY]igbaya[PET_BOUNDARY], igbesẹ akọkọ ni lati ṣayẹwo boya o ti tan si awọn ẹya miiran ti ara, tabi ni awọn ofin iṣoogun, metastatic. Eyi ni a ṣe lati ṣẹda eto itọju ti o yẹ.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,1,sometimes_euph
1792,1792,gun igi re koja ewe,climbed the tree beyond the leaves,a presumptuous fellow,Social,1,"Gbogbo Ejo jije ni, Mura si wa [PET_BOUNDARY]gun igi re koja ewe[PET_BOUNDARY] e lojo kan,Toto se bi owe o,🙏🙏🙏",https://www.facebook.com/search/top?q=gbebo%20koja%20orita,1,always_euph
1020,1020,mọ́,to know,sex,Sexual Activity,0,Adamu sì [PET_BOUNDARY]mọ́[PET_BOUNDARY] o ìyàwó re,Yoruba bible,1,sometimes_euph
1674,1674,tura,get relieved,fart,Bodily Functions/Parts,0,O ni awọn okunrin meji naa fi ile [PET_BOUNDARY]tura[PET_BOUNDARY] ọhun silẹ pẹlu ọmọ jojolo,https://www.bbc.com/yoruba/media-61289293,1,sometimes_euph
485,485,iyá ìbèjì,mother of twins,pregnant woman,Physical/Mental Attributes,0,"Kii se ilegbe nikan ni Pasitọ agbala Gabriel kọ fun [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] Omo Araye to jẹ agba osere tiata. Bakan naa, ojisẹ Ọlọrun yii tun yọ sọọbu sita lara ile naa fun mama agba yii, to si tun si tun ko ọpọ ọja kun inu rẹ.",https://www.bbc.com/yoruba/articles/c1wj14p50xqo,1,sometimes_euph
1893,1893,owo po lowo mi,have plenty money,low on cash,Financial/Employment,1,"[PET_BOUNDARY]owo po lowo mi[PET_BOUNDARY] , mi o le sanwo asoebi Bayo",iyanu,1,sometimes_euph
1392,1392,ìṣekúṣe,inappropriate actions,sex,Sexual Activity,1,"Òótọ́ kan ni pé: Téèyàn bá fi ohun tó ń mọ́kàn ẹni fà [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] úṣe ránṣẹ́ sí ẹlòmíì, àwọn méjèèjì ló máa ń ṣàkóbá fún, ẹ̀tẹ́ ló sì máa ń gbẹ̀yìn ẹ̀. Ọ̀dọ́bìnrin kan tí ọ̀rẹ́kùnrin ẹ̀ fi dandan mú un pé kó fi fọ́tò ìhòòhò ara ẹ̀ ránṣẹ́ sóun sọ pé: “Ohun tó ṣẹlẹ̀ dójú tì mí gan-an, inú mi ò sì dùn síra mi rárá.”",https://www.jw.org/yo,1,sometimes_euph
1492,1492,oni ise ale,night worker,prostitute,Sexual Activity,1,[PET_BOUNDARY]Onise ale[PET_BOUNDARY] ma ni Basiratu,,1,sometimes_euph
2357,2357,Dun,sweet,sex,Sexual Activity,0,Osan ti e ra ni jeta [PET_BOUNDARY]Dun[PET_BOUNDARY] gan,Iyanu,1,sometimes_euph
1818,1818,Ru igi oyin,carried the honey tree,Euphemisms used for one who is in trouble,Social,1,Tọkọtaya ọmọ Nàíjíríà [PET_BOUNDARY]rugi oyin[PET_BOUNDARY] torí wọ́n ń ta ìpara ìbóra lórí ayélujára.,"Eto Ilera, Page 30 nínú 31 - BBC News Yorùbá",1,always_euph
614,614,pa ipò dá,changed position,death,Death,1,Ọ gbadura pe ki Ọlọrun fun wọn lọgbọn ati oye lati yan ẹni to yẹ sipo Olubadan ti o [PET_BOUNDARY]papo da[PET_BOUNDARY] .,https://yoruba.von.gov.ng/2022/01/03/acf-gboriyin-fun-olubadan-ti-o-papo-da/,1,sometimes_euph
439,439,àyà or igbaya,chest,breast,Bodily Functions/Parts,0,"Agbénipa bẹ́ orí, wọ́n tún la  [PET_BOUNDARY]àyà[PET_BOUNDARY]  òṣìṣẹ́ ìjọba ní Akure",https://www.bbc.com/yoruba/articles/cxeggl5j0ego,1,sometimes_euph
998,998,bá sùn,sleep with,sex,Sexual Activity,1,"Iya ọmọ naa ni ọmọdebinrin sọ fun oun pe ọkọ oun ti [PET_BOUNDARY]ba[PET_BOUNDARY] oun [PET_BOUNDARY] sun [PET_BOUNDARY] lati ọjọ kẹrinla oṣu kẹwaa, ti afurasi naa si n dunkoko pe oun yoo ṣekupa to [PET_BOUNDARY] [PET_BOUNDARY] ba [PET_BOUNDARY] sọ fun ẹnikẹni.""Kete ti iroyin de si agọ ileeṣẹ ọlọpaa ni Yewa ni wọn bẹrẹ iwadi ti ọwọ si ti tẹ ọkunrin afurasi naa""Nigba ti a bẹrẹ ifọrọwerọ pẹlu afurasi naa ni o jẹwọ pe otitọ nipe oun ṣe amọ isẹ eṣu ni",https://www.bbc.com/yoruba/articles/cxx0ld23141o,1,sometimes_euph
603,603,pa ipò dá,changed position,death,Death,1,"Ilu Ijẹru, lo wa niluu Ogbomọṣọ, nijọba ibilẹ Guusu Ogbomọṣọ (Ogbomọṣọ South), nipinlẹ Ọyọ. [PET_BOUNDARY]ipapoda[PET_BOUNDARY] ọba yii waye lọjọ kẹrinla ti Alaafin Ọyọ, Ọba Lamidi Adeyẹmi, wọ kaa ilẹ lọ. Lati ọjọ ti iku ti mu Ọba Adeyẹmi re ibugbe ayeraye lawọn eeyan ti n pakiyesi ara wọn si bi iku awọn ori ade ṣe n waye leralera lẹnu lọọlọọ yii.",https://alaroye.org/leyin-ojo-merinla-ti-alaafin-waja-onijeru-tile-ijeru-naa-tun-papoda/,1,sometimes_euph
2181,2181,Ibasepo,relate with,sex,Sexual Activity,0,"Victoria Murphy sọ pe eyi ni se pelu awọn ifihan aibanujẹ ti Charles ninu awọn fiimu nipa [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] rẹ pẹlu iyawo re akọkọ, Diana, Ọmọ-binrin ọba ti Wales, ti o ku ninu jamba ọkọ ayọkẹlẹ kan ni Oṣu Kẹjọ ọdun 1997.",bbc.com/yoruba,1,sometimes_euph
1411,1411,ìṣekúṣe,inappropriate actions,sex,Sexual Activity,1,"Téèyàn ò bá ṣèṣekúṣe ńkọ́, àmọ́ tó ń wo ohun tó ń mú ọkàn fà [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] úṣe?",https://www.jw.org/yo,1,sometimes_euph
2588,2588,Papoda,changed position,death,Death,1,Ọjọgbọn Akinwunmi Ishola [PET_BOUNDARY]pa'poda[PET_BOUNDARY] lẹyin ọdun mọkandinlọgọrin,https://www.bbc.com/yoruba/,1,always_euph
1093,1093,do,punch or touch,sex,Sexual Activity,0,"Lati nnkan bii aago mesan-an owuro lawon eeyan ti n tu jade lati lo s’Iju-O [PET_BOUNDARY]do[PET_BOUNDARY] , lati loo bu ola ikeyin fun oloogbe.",http://www.islamicafrica.com/MediaYoruba/modules.php?name=News&file=article&sid=943&mode=thread&order=0&thold=0,1,sometimes_euph
2185,2185,Ibasepo,relate with,sex,Sexual Activity,0,"Osojumikoro ni wọn ti ge ọrun Ummu nigba ti awọn ri oku rẹ lasalẹ ọjọ Ẹti. Bappa Sani, ẹni to jẹ alabagbe ni Ummukulthum ti kọkọ ṣe igbeyawo tẹlẹ sugbọn ko pẹ ti wọn fi tuka ko to wa bẹr [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] po pẹlu ọmọ ilẹ China naa.",https://www.bbc.com/yoruba/articles/cql04d7w0qko,1,sometimes_euph
1634,1634,gbewiri,one who steals without being caught,a thief,Social,1,"Ọrẹ lawọn mejeeji pe ara wọn, Kelechukwu Nnonyelu ati Godspower Okongi, ṣugbọn ọr [PET_BOUNDARY]gbewiri[PET_BOUNDARY] ri ni wọn jọ n ṣe, mọto bọginni Lexus 2004 SUV kan ni wọn lọọ ji gbe l’Alaba, nipinlẹ Eko, ibi ti wọn ti n seto ati ta ọkọ ọhun danu ki wọn kowo ẹ sapo lọwọ ti ba wọn ni Festac.",https://alaroye.org/won-ni-iṣe-adigunjale-ati-egbe-okunkun-lawon-omoodun-mokandilogun-meta-yii-n-ṣe-lekoo/,1,always_euph
696,696,re ile,goes home,death,Death,0,"Ma [PET_BOUNDARY]rele[PET_BOUNDARY] lo. Mo ma ba e ni lona, mo fe ya ra ounje ta ma je lale.",,1,sometimes_euph
1465,1465,onisekuse,one who does inappropriate things,prostitute,Sexual Activity,1,Oloju wonkoko ase looto ni😭😭😭😭otiwa gun lgi rekoja ewe wa [PET_BOUNDARY]onisekuse[PET_BOUNDARY] nisekuse agbaiya osi🙆🏼‍♀️🙆🏼‍♀️🙆🏼‍♀️oloko dogidogi,,1,always_euph
2153,2153,Abe,under,vagina,Bodily Functions/Parts,1,Odara ki obirin fa irun [PET_BOUNDARY]Abe[PET_BOUNDARY] re tori awa okunrin ti aki ni ifesi roba idabobo bi condom tori ti okunrin ba ba obirin ti kofa irun abere sere Ife lailo condom papo ti irun abe obirin yen bage orin oko okunrin na agbagbe orukore omage bi abefeleni,facebook.com,1,sometimes_euph
739,739,re wale asa,has joined the ancestors,death,Death,1,"Won ti kirun si famous Legacy Onitemi Aremu lara,O YES ti [PET_BOUNDARY]rewale asa[PET_BOUNDARY]. Wale Alabi so wa ye koribee?",https://www.facebook.com/search/top/?q=rewale%20Asa.,1,always_euph
1334,1334,sunmo,come close,sex,Sexual Activity,0,Eka ede wo ni o [PET_BOUNDARY]sunmo[PET_BOUNDARY] Yoruba ajumolo julo?,,1,sometimes_euph
1814,1814,Ru igi oyin,carried the honey tree,Euphemisms used for one who is in trouble,Social,1,Ileewe to ba gba ọmọ ti ko pe ọdun mejila si girama yoo [PET_BOUNDARY]rugi oyin[PET_BOUNDARY] l'Ekoo -Sanwo-Olu.,Ileewe to ba gba ọmọ ti ko pe ọdun mejila si girama yoo rugi ...,1,always_euph
1650,1650,alafowora,one whose hands makes things disappear (thief),a thief,Social,1,Okorocha to jẹ oun lo tukọ ijọba ipinlẹ Imo lati ọdun 2011 titi di ọdun 2019 ni wọn fẹsun kan pe o ṣe [PET_BOUNDARY]afọwọra[PET_BOUNDARY] owo to jẹ ti ipinlẹ Imo to fẹrẹ to biliọnu mẹta Naira (2.9 billion) bẹẹ ni wọn tun fẹsun ilẹdi apo pọ ati ole jija kan an.,http://tonyakinwale.com/read.php?d=Homilies/Homilies%20(Ungrouped)/2008%2010%2005%20Ado%20Ekiti.doc,1,always_euph
2278,2278,Mu,drink,sex,Sexual Activity,1,"Oyan mi [PET_BOUNDARY]Mu[PET_BOUNDARY] during sex, eyin obirin bawo lo se ma nri lara yin, eyin okunrin se e ma n gbadun ni or what???",,1,sometimes_euph
545,545,Ojù ara,the eye of the body of a woman,vagina,Bodily Functions/Parts,1,"Bí [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] bá sì gbẹ furu furu, eleyi lewu pupọ, tó sì lè ṣe okùnfà àwọn àkóbá kan fún ojú ara yìí, bóyá tí ọkùnrin ní tàbí obìnrin.",https://www.bbc.com/yoruba/afrika-58688949,1,sometimes_euph
991,991,bá sùn,sleep with,sex,Sexual Activity,1,ohun è wò ni ki o̩ko̩ o̩lóko̩ máa [PET_BOUNDARY]bá[PET_BOUNDARY] aya aláya [PET_BOUNDARY] sùn [PET_BOUNDARY],,1,sometimes_euph
