,Unnamed: 0,PET,literal translation,euphemistic meanings,category,label,text,source,contains_boundary_tokens,euph_status
507,507,Ojù ara,the eye of the body of a woman,vagina,Bodily Functions/Parts,1,"Onimọ isegun kan to ba BBC Yoruba sọrọ, Ranti Ajayi ni itumọ aisan Vaginismus ni “isoro ti ọkunrin n ni lati wọle s [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] ra obinrin.” Vaginismus yii si lo tun ni o le tumọ si “ti obinrin ba ni inira lati ni ibalopọ pẹlu ọkunrin tabi ti ti o soro fun obinrin lati gba nnkan ọkunrin wọle sinu ara rẹ.”",https://www.bbc.com/yoruba/articles/czk1jgm5122o,1,sometimes_euph
587,587,rin ìrìn àjò,has gone on a journey,death,Death,0,[PET_BOUNDARY]irin ajo[PET_BOUNDARY] Sorun Ko Rorun,#NAME?,1,sometimes_euph
1524,1524,iyá,mother,Elders of the Night,Spirituality,1,mo beru awon [PET_BOUNDARY]iyá[PET_BOUNDARY] yen tori ise ibi ti won ma n se,Túbòsún Oládàpò,1,sometimes_euph
1686,1686,ọmọ òrukàn,orphan,polite usage of orphan,Social,1,"Oluwoo, ẹni to sọrọ yii lasiko to n gbalejo awọn [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] n, awọn to ku diẹ kaato fun atawọn akanda ẹda laafin rẹ layaajọ ọjọ ololufẹ, sọ pe inira ti awọn ọmọ orileede yii n dojukọ bayii ki wọn too ri owo na ti pọ ju. O ni ko si irọ ninu ọrọ Sultan Ṣokoto, Alhaji Sa’ad Abubakar, ẹni to sọ pe ebi n pa awọn ọmọ Naijiria, inu si n bi wọn gidigidi, o ni iya n jẹ awọn ọmọ orileede yii labẹ ijọba to wa lode.",https://alaroye.org/leyin-ti-oko-ti-toju-omo-fun-odun-mefa-niyawo-%e1%b9%a3e%e1%b9%a3e-so-pe-ale-lo-ni-in-lago-are/,1,always_euph
1406,1406,ìṣekúṣe,inappropriate actions,sex,Sexual Activity,1,"“Àwọn iṣẹ́ ti ara fara hàn kedere, àwọn sì ni àgbèrè, ìwà àìmọ́, . . . àti nǹkan báwọ̀nyí. Ní ti nǹkan wọ̀nyí ni èmi ń kìlọ̀ ṣáájú fún yín, lọ́nà kan náà gẹ́gẹ́ bí mo ti kìlọ̀ ṣáájú fún yín, pé àwọn tí ń fi irúfẹ́ nǹkan báwọ̀nyí ṣe ìwà hù kì yóò jogún ìjọba Ọlọ́run.” (Gálátíà 5:19-​21) Lójú Ọlọ́run, ìwà àìmọ́ ni àwọn tó bá ń wo àwòrán oníhòòhò, tó ń sọ̀rọ̀ ìbálòpọ̀ [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] ònù tàbí tó ń fi ohun tó ń mú ọkàn fà sí ìṣekúṣe ránṣẹ́ lórí fóònù tàbí íńtánẹ́ẹ̀tì ń hù. Tí a bá sọ àwọn ìwà yìí dàṣà, a kò ní rí ojúure Ọlọ́run mọ́.",https://www.jw.org/yo,1,sometimes_euph
1146,1146,ìbálòpọ̀,relate with,sex,Sexual Activity,1,"Dokita Lloyd, to jẹ Ọjọgbọn nipa Itan ati ero ẹda ni Fasiti Indiana ṣalaye pe ""ti o ba ge ọpọlọpọ isan kuro ni ara idọ obinrin, ara ko ni i gbe daadaa f [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] opọ, nitori pe awọn iṣan to ṣe pataki lo n ge"".",https://www.bbc.com/yoruba/awon-iroyin-miran-53918124,1,sometimes_euph
90,90,epo,thing of the month,menstruation,Bodily Functions/Parts,0,"Lawọn atẹjade kan ti NNPCL fi sita laipẹ yii, Mele Kyari tẹnumọ pataki jijara mọ akanṣe iṣẹ naa, nitori bi agbaye ṣe n fi kuro ni ẹk [PET_BOUNDARY]epo[PET_BOUNDARY] po rọbi eleyi to ti n mu adinku ba idokoowo lẹka epo rọbi.",https://www.bbc.com/yoruba/articles/cxx4lk8795yo,1,sometimes_euph
1349,1349,iranu,rubbish,sex,Sexual Activity,1,"Nigba to de teṣan ti wọn beere bọrọ ṣe jẹ ko too dogun a n yinbọn mọra ẹni, afurasi naa ni o ti pẹ toun ti n gbọ finrin-finrin pe Tobi n ṣe kurukẹrẹ lọdọ aburo oun obinrin ti wọn forukọ bo laṣiiri, ọmọ ọhun si n kawe lọwọ, nigba toun si wadii, toun ri i pe loootọ ni, oun pe Tobi, oun si kilọ fun un gidigidi pe ko wa ọrẹbinrin ẹ siwaju, aburo oun ko [PET_BOUNDARY]iranu[PET_BOUNDARY] n iranu, oun ko fẹ ajọṣe wọn.",https://alaroye.org/micheal-yinbon-fun-orekunrin-aburo-e-o-loun-ko-fe-ko-fe-e/,1,sometimes_euph
586,586,rin ìrìn àjò,has gone on a journey,death,Death,0,"Fátíwà ẹ̀ka náà tó ṣẹ̀ṣẹ̀ jáde nípa gbèdéke lórí [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  ni ó ti fa ọ̀pọ̀lọpọ̀ awuyewuye. Akọ̀ròyìn Bulent Mumay ló fi léde lórí Twitter rẹ̀ pé òfin ìrìnnà tuntun náà kò tilẹ̀ fẹ́ dí ìyàwó Erbaş [PET_BOUNDARY] rin ìrìn àjò [PET_BOUNDARY] rin [PET_BOUNDARY] ìrìn àjò [PET_BOUNDARY]  káàkiri ilẹ̀ Turkey láì ṣe pé ọkọ rẹ̀ tẹ̀lé e. Akọ̀wé Yilmaz Özdil bu ẹnu àtẹ́ lu ẹ̀ka náà pé wọn ò ní ìmọ̀ tó kún nínú àròkọ rẹ̀, ó kọ, “àfi ìgbà tó dí bí i ọdún 200 sẹ́yìn, kò sí ohun tí ó ń jẹ́ ìwọ̀n ibùsọ̀.",https://yo.globalvoices.org/2023/01/11/1145/,1,sometimes_euph
1224,1224,je,eat,sex,Sexual Activity,1,saheed ti [PET_BOUNDARY]je[PET_BOUNDARY] ise omo yen,,1,sometimes_euph
1060,1060,do,punch or touch,sex,Sexual Activity,1,"Mo sise Kara Kara ni igbati mo n [PET_BOUNDARY]do[PET_BOUNDARY] e,mo laa gun,o tun ni kin mu Owo wa🙄🙄,Iwo Obinrin gan lo ye ko San wo funmi🚶🚶🚶",,1,sometimes_euph
2547,2547,Da gbere fun aye,bid the world good bye,death,Death,1,O ni oun ko ju ọmọ ọdun mẹwaa lọ nigba ti mama oun [PET_BOUNDARY]dagbere[PET_BOUNDARY] f'aye pe o digbose.,https://www.bbc.com/yoruba/,1,always_euph
1972,1972,pa,kill,sex,Sexual Activity,0,Èyí ni ìdí tí èsì àyẹ̀wò ikú tó [PET_BOUNDARY]pa[PET_BOUNDARY] a Mohbad kò ṣe tíì jáde,https://www.bbc.com/yoruba/articles/c8929erv5q4o,1,sometimes_euph
882,882,wàjà,climb the roof,death,Death,1,"Gbogbo awọn ọmọ ilẹ kaarọ, o jiire, lo ti n sẹ lede lẹyin Alaafin ilu Oyo, [PET_BOUNDARY]wàjà[PET_BOUNDARY] aja, Oba Lamidi Adeyemi.",https://www.bbc.com/yoruba/afrika-61200217,1,always_euph
1877,1877,fuyé,light,heavy,Physical/Mental Attributes,0,Adiye ti o ra [PET_BOUNDARY]fuyé[PET_BOUNDARY],,1,sometimes_euph
2222,2222,Ibasepo,relate with,sex,Sexual Activity,1,Mo fe ba ni [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] ki o mu oko mi,Iyanu,1,sometimes_euph
1056,1056,do,punch or touch,sex,Sexual Activity,1,To ba need okurin to ma ma [PET_BOUNDARY]do[PET_BOUNDARY] Kara kara soro soke ma ti ju,https://www.facebook.com/groups/152142266886963,1,sometimes_euph
650,650,olóògbé,a doser,death,Death,1,"Lẹyin ti ọkọ [PET_BOUNDARY]olóògbé[PET_BOUNDARY] wi tẹnu rẹ tan, aburo iyawo, Titilayo Emenam bọ ninu apoti lati sọ nnkan to sẹlẹ.",https://www.bbc.com/yoruba/articles/cl4806ym043o,1,always_euph
365,365,abẹ,beneath,vagina,Bodily Functions/Parts,0,Gbogbo aiba le okan la gbodo mu wa si [PET_BOUNDARY]abẹ[PET_BOUNDARY] iwe nu mo iso di mimo eje Christi fun imu kuro.,http://www.cwgministries.org/blocks-yoruba,1,sometimes_euph
1647,1647,gbewiri,one who steals without being caught,a thief,Social,1,"Gospel ninu ọrọ tirẹ ni mita mẹjọ loun ranti pe oun ti ji tu bo tilẹ jẹ pe mẹta pere lawọn ẹsọ alaabo ka mọ oun lọwọ, ti oun si ti lu marun-un yooku ta ni gbanjo. O ni oun mọ pe oun ti daran, ṣugbọn kawọn sifu difẹnsi foriji oun, nitori pe oun ko deedee [PET_BOUNDARY]gbewiri[PET_BOUNDARY] wiri ọsan gangan, iya ajẹpalori pẹlu ebi ọgaja fọwọ mẹkẹ lo sun oun debẹ.",https://alaroye.org/ibi-ti-olawale-ti-n-keru-ni-ṣoobu-kan-ni-surulere-lawon-olopaa-ka-a-mo/,1,always_euph
1520,1520,iyá,mother,Elders of the Night,Spirituality,1,Awon [PET_BOUNDARY]iyá[PET_BOUNDARY] e je ki n ri se o,https://www.facebook.com/bbabatundeariyo/photos/iyami-ajemy-divine-mother-of-unfathomable-powersiya-mi-in-yoruba-language-means-/2363977403827425/?paipv=0&eav=AfagWn4Xuttigqf9wtpi_M6Ylhd3fHo-kKlz2u5fktctOOuQV_CPkcL9dgoMJSywYck&_rdr,1,sometimes_euph
1863,1863,Aarun ko gbo oogun,the disease that has no cure,HIV/AIDS,Physical/Mental Attributes,1,Arun buburu ni [PET_BOUNDARY]Aarun ko gbo oogun[PET_BOUNDARY],,1,always_euph
2281,2281,Mu,drink,sex,Sexual Activity,1,OYAN MI [PET_BOUNDARY]Mu[PET_BOUNDARY] O JE OGUN IDUNNU FUN OKUNRIN,,1,sometimes_euph
1895,1895,onibisi,one who will have more babies,used to address the barren,Physical/Mental Attributes,1,Toyin Abraham: Egboogi fun [PET_BOUNDARY]onibisi[PET_BOUNDARY] i ni oun yan laayo,https://www.bbc.com/yoruba/afrika-50519337,1,always_euph
219,219,arákùnrin,your brother/a man,penis,Bodily Functions/Parts,1,Okunrin ti mo pade lode Bose ni [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] to kere sugbon o mo rese,,1,sometimes_euph
1092,1092,do,punch or touch,sex,Sexual Activity,0,"Sugbon dipo bee, ese ko gbero ni Iju-O [PET_BOUNDARY]do[PET_BOUNDARY] o rara.",http://www.islamicafrica.com/MediaYoruba/modules.php?name=News&file=article&sid=943&mode=thread&order=0&thold=0,1,sometimes_euph
889,889,wàjà,climb the roof,death,Death,1,Itumọ abọbaku ni ẹni ti yoo ba ọba ku nigba ti ọba ba [PET_BOUNDARY]wàjà[PET_BOUNDARY] .,https://www.bbc.com/yoruba/afrika-61202612,1,always_euph
442,442,gbe ayán mí,swallow cockroach,be pregnant,Physical/Mental Attributes,1,mo fura pe Bimpe ti [PET_BOUNDARY]gbayan[PET_BOUNDARY] mi,,1,sometimes_euph
1956,1956,ọmọ òrukàn,orphan,polite usage of orphan,Social,1,“Má ṣe yan opó tàbí [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] n jẹ.,https://www.biblegateway.com/verse/yo/Eksodu%2022%3A22,1,always_euph
1803,1803,Ru igi oyin,carried the honey tree,Euphemisms used for one who is in trouble,Social,1,"O fi kun un pe awọn awakọ takiisi igboro ko gbọdọ gbe ju eeyan meji sẹyin ati ẹni kan niwaju, gbogbo wọn lo si gbọdọ lo ibomu. Ọlọkada naa ko lanfaani lati gbe ju eeyan kan ṣoṣo lọ. Ijọba ti waa ni ẹni to ba tapa sofin ti wọn ti la kalẹ yii yoo [PET_BOUNDARY]rugi oyin[PET_BOUNDARY].",https://alaroye.org/ileya-ijoba-kwara-fagi-le-ipejopo-yidi-%e1%b9%a3i%e1%b9%a3i-ile-itaja-atawon-ibudo-igbafe-lasiko-odun/,1,always_euph
477,477,iyá ìbèjì,mother of twins,pregnant woman,Physical/Mental Attributes,0,"Agba oṣere tiata Yoruba, Adenike Adegboye, ti ọpọ awọn ololufẹ rẹ mọ s [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] ji omo araye le ti di onile tuntun.",https://www.bbc.com/yoruba/articles/c1wj14p50xqo,1,sometimes_euph
1601,1601,alonilowogba,those who twists people's hands in getting their things,a thief,Social,1,"Eyi Farisi dide, o si ngbadura ninu ara rẹ̀ bayi pe, Ọlọrun, mo dupẹ lọwọ rẹ, nitoriti emi kò ri bi awọn ara iyokù, [PET_BOUNDARY]alonilowogba[PET_BOUNDARY] ọwọgba, alaiṣõtọ, panṣaga, tabi emi kò tilẹ ri bi agbowode yi.",https://worldstories.org.uk/reader/the-tortoise-and-the-three-brothers/yoruba/624,1,always_euph
1575,1575,asewo,the person that changes money,prostitute,Sexual Activity,1,"Nibi ipade kan ti adari awon omo ijo Katoliki mimo Pope Francis se ni orilede Vatican City se pelu awon odo ilu na, o so wipe odaran ati alarun-opolo ni gbogbo awon okunrin to ba ma’n gbe awon olosho ati [PET_BOUNDARY]asewo[PET_BOUNDARY] o.",https://www.bbc.com/yoruba/afrika-50031790,1,always_euph
1223,1223,ajosepo,mutual dealings,sex,Sexual Activity,0,"Haruna ti n gbe Kawo, ni ijoba ibile Ila oorun ti ilu Kaduna so yanya niwaju ile ejo wipe oun o tire ni ife si [PET_BOUNDARY]ajosepo[PET_BOUNDARY] o mo gegebi lokolaya laarin oun ati oko oun mo.",http://yorubaponbele.blogspot.cz/2012/11/iyawo-pe-oko-lejo-o-ni-ko-ba-oun-ni.html,1,sometimes_euph
679,679,erin wo,the elephant has fallen,death,Death,1,[PET_BOUNDARY]erin wo[PET_BOUNDARY] . AJANAKU SUBU KOLE DIDE MO. IKU BABA YEYE PA IPO DA,https://www.instagram.com/p/Ccr3ibYt7G8/,1,sometimes_euph
1977,1977,pa,kill,sex,Sexual Activity,0,"Ọkan ninu awọn olujẹjọ to n jẹjọ ni ile ẹjọ gíga, ilu Ilorin, ipinlẹ Kwara, lori ẹsu [PET_BOUNDARY]pa[PET_BOUNDARY] ipaniyan, idigunjale ati bẹẹ bẹẹ lọ iyẹn Ibikunle Ogunleye ti jẹwọ fun ile ẹjọ pe, esi loun fi fa oko ibọn ti o si yin pa araalu meji nibi idigunjale to sẹlẹ ni ilu Offa.",https://www.bbc.com/yoruba,1,sometimes_euph
158,158,nkan omo okunrin,the thing of a man,penis,Bodily Functions/Parts,1,Àìsàn [PET_BOUNDARY]ǹkan ọmọkùnrin[PET_BOUNDARY] tó ń lè gìdìgbà láì rọlẹ̀ níí ṣe pẹ̀lú ẹ̀jẹ̀,,1,always_euph
101,101,epo,thing of the month,menstruation,Bodily Functions/Parts,0,"Ahmed ní lára àwọn tí àwọn bá jíròrò ní ẹgbẹ́ àwọn alágbàtà [PET_BOUNDARY]epo[PET_BOUNDARY] o bẹntiróòlù, IPMAN, àwọn alágbàtà ibùdó epo bẹntiróòlù, DPPMAN àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.",https://www.bbc.com/yoruba/articles/c72wkdw1n0mo,1,sometimes_euph
2186,2186,Ibasepo,relate with,sex,Sexual Activity,0,Ohun mẹ́wàá pàtàkì nípa Maradona àti [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] ọ̀ rẹ̀ pẹ̀lú ẹlẹ́sẹ̀ ayò Diego Costa rèé,bbc.com/yoruba,1,sometimes_euph
2029,2029,Alejo,visitor,menstruation,bodily function,0,"Lara awọn ti igbagbọ wa pe Gomina Makinde yoo gba l [PET_BOUNDARY]Alejo[PET_BOUNDARY] nibi ayẹyẹ naa ni Ọọni Ile-Ifẹ, Ọba Adeyẹye Ẹnitan Ogunwusi (Ọja II); Alake Ilẹ Ẹgba, Ọba Adedọtun Arẹmu Gbadebọ atawọn ori ade mi-in pẹlu awọn lookọ lookọ lawujọ.",alaroye.org,1,sometimes_euph
2518,2518,Jáde láyé,left the earth,death,Death,1,"Ọpọ eeyan ni wọn ti n sọ oriṣiriiṣi ọrọ nipa gbajugbaja Akewi ati olupolongo ẹsin Islaamu nilẹ Yoruba , Oloye Mas'ud Olanrewaju Adepoju t [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] ye.",https://www.bbc.com/yoruba/,1,always_euph
150,150,nkan omo okunrin,the thing of a man,penis,Bodily Functions/Parts,1,Ti ara okunrin ba ti walẹ tan ti ẹjẹ yii a ṣan lọ si ibi to yẹ ki [PET_BOUNDARY]nkan ọmọkunrin[PET_BOUNDARY] yoo walẹ.,,1,always_euph
640,640,olóògbé,a doser,death,Death,1,Olugbenga Owolabi: Àbúrò [PET_BOUNDARY]olóògbé[PET_BOUNDARY] é ní wọ́n gbé òkú náà bíi ẹ̀rí pé wọn ń pa Yorùbé láìtọ́,https://www.bbc.com/yoruba/articles/cy038j4854zo,1,always_euph
855,855,fún ìdí pọ,squeezed his buttocks,death,Death,1,Oba ti [PET_BOUNDARY]fun dipo[PET_BOUNDARY],,1,always_euph
1981,1981,pa,kill,sex,Sexual Activity,0,"Fídíò,Ọ̀rẹ́ mi tímọ́tímọ́ tí a jọ ń ja ogun Biafra ní kí n yìn [PET_BOUNDARY]pa[PET_BOUNDARY] n pa òun - Gabriel Aladejebi",https://www.bbc.com/yoruba,1,sometimes_euph
1209,1209,ajosepo,mutual dealings,sex,Sexual Activity,0,Arabinrin Joseph wa safikun oro re pe ile ise Radio Nigeria ni yoo maa tesiwaju lori [PET_BOUNDARY]ajosepo[PET_BOUNDARY] pelu ajo NOA fun anfani ajo mejeeji.,https://radionigeriaibadan.gov.ng/2022/01/26/ile-ise-radio-nigeria-pe-fun-ajosepo-pelu-ajo-noa/,1,sometimes_euph
1969,1969,pa,kill,sex,Sexual Activity,1,Omo yen fe [PET_BOUNDARY]pa[PET_BOUNDARY] mi oo.,https://www.azlyrics.com/lyrics/mohbad/komajensun.html,1,sometimes_euph
1461,1461,se ìgbọ̀nsẹ̀,shaking of legs,to defecate,Bodily Functions/Parts,1,Lawon agbegbe yii ilekiko pelu ile [PET_BOUNDARY]ìgbọ̀nsẹ̀[PET_BOUNDARY] ni won fee ri bii fifi ara eni han bi eni totirise ati oju lila.,https://radionigeriaibadan.gov.ng/2019/08/20/awon-olugbe-abeokuta-pe-fun-idasile-awon-ile-ìgbọ̀nsẹ̀-igbalode/,1,always_euph
2517,2517,Jáde láyé,left the earth,death,Death,1,"Kii ṣe iroyin tuntun mọ pe Iyalode Alaba Lawson, Iyalode Ẹgba ati ilẹ Yoruba lapapọ ti [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] e lẹni ọdun mejilelaadọrin.",https://www.bbc.com/yoruba/,1,always_euph
820,820,teri gba aso,bury the head in a cloth,death,Death,1,"A-gbọ sọgba nu ni iku olori ileegbimọ aṣofin ipinlẹ Ekiti, Funminiyi Afuyẹ ṣi n jẹ fun gbogbo eeyan titi di ba a ṣe n sọ yii. Awọn mi-in ko tiẹ ti i gbagbọ rara pe ọkunrin naa ti [PET_BOUNDARY]tẹri gbaṣọ[PET_BOUNDARY], wọn ni irọ to jinna soootọ ni. Eyi ko sẹyin bo ṣe jẹ pe aṣofin yii ko ṣe aisan kankan tẹlẹ, koda, wọn ni ohun ati Gomina ti wọn ṣẹṣẹ dibo yan nipinlẹ Ekiti, Abiọdun Oyebanji ni wọn jọ jadee, laaarọ Ọjọruu, Wẹsidee, ọjọkọkandinlogun, oṣu yii, ti wọn jọ ṣayẹwo si awọn oju ọna to ti bajẹ nipinlẹ Ekiti lagbegbe Baṣiri.",https://alaroye.org/olori-awon-a%E1%B9%A3ofin-ekiti-funminiyi-afuye-ku-lojiji/,1,always_euph
388,388,kinni,something,penis,Bodily Functions/Parts,1,BOYA NITORI OWO TI KO SI NI OOO [PET_BOUNDARY]kinni[PET_BOUNDARY] MI KO GBERA KILOSELE KOYEMI OOO,,1,sometimes_euph
1655,1655,alafowora,one whose hands makes things disappear (thief),a thief,Social,1,"Ẹgbẹyẹmi tun ṣalaye pe meji ninu awọn afurasi ọdaran naa, Nurudeen Suraj ati Anifowoṣe Kọlawọle ti ko sakolo ọlọpaa ri, ti wọn si sọ wọn sahaamọ fun ẹsun [PET_BOUNDARY]afọwọra[PET_BOUNDARY]. Teṣan Agboju ni wọn fi wọn si nigba naa ki wọn too rẹni gba beeli wọn. O lawọn ti kilọ fun wọn lati jawọ ninu iṣẹẹbi, wọn si ṣeleri pe awọn o ni i ṣe bẹẹ mọ, ṣugbọn ọwọ palaba wọn tun ṣegi.",https://alaroye.org/effc-gbe-okorocha-lo-si-kootu-gomina-tele-naa-loun-ko-jebi/,1,always_euph
624,624,pa ipò dá,changed position,death,Death,1,"ki e̩ níkéni mase banújé, Baba ti [PET_BOUNDARY]pa pòda[PET_BOUNDARY]",a pragmatic analysis of selected yoruba euphemisms,1,sometimes_euph
1848,1848,idi,buttock,vagina,Bodily Functions/Parts,0,Eyin Okunrin Kini Nkan Ti Ko Na Eyan Lowo Pupo Ti Eyan Le Ra Fun Obinrin Lati Gba Pata Ni [PET_BOUNDARY]idi[PET_BOUNDARY] E,https://www.facebook.com/search/top/?q=IDI%20OBINRIN,1,sometimes_euph
1498,1498,Oní gbáa kí lò ń tà,"the owner of the merchandise, what are you selling?",prostitute,Sexual Activity,1,"[PET_BOUNDARY]Onigba ki ni o n ta[PET_BOUNDARY] , mo fe ba e roja. Ti ba fe mu oyan e, elo ni mo ma san?",,1,always_euph
6,6,Àlejò,guest,menstruation,Bodily Functions/Parts,0,"apẹhinda, ti dá ara rẹ̀ li are ju Juda alarekereke lọ. 12 Lọ ki o si kede ọ̀rọ wọnyi ni iha ariwa, ki o si wipe, Yipada iwọ Israeli, apẹhinda, li Oluwa wi, emi kì yio jẹ ki oju mi ki o korò si ọ; nitori emi ni ãnu, li Oluwa wi, emi kì o si pa ibinu mi mọ titi lai. 13 Sa jẹwọ ẹ̀ṣẹ rẹ pe, iwọ ti ṣẹ̀ si Oluwa Ọlọrun rẹ, ati pe, o s [PET_BOUNDARY]Àlejò[PET_BOUNDARY] ọ̀na rẹ ka fun awọn alejo labẹ igi tutu gbogbo, ṣugbọn ẹnyin kò gba ohùn mi gbọ́, li Oluwa wi. 14 Pada, ẹnyin apẹhinda ọmọ, li Oluwa wi, nitori emi gbe nyin ni iyawo; emi o si mu nyin, ọkan ninu ilu kan, ati meji ninu idile kan; emi o si mu nyin wá si Sioni. 15 Emi o si fun nyin li oluṣọ-agutan gẹgẹ bi ti inu mi, ti yio fi ìmọ ati oye bọ́ nyin. 16 Yio si ṣe nigbati ẹnyin ba pọ̀ si i, ti ẹ si",http://gospelgo.com/f/yoruba_bible.htm,1,sometimes_euph
1110,1110,do,punch or touch,sex,Sexual Activity,0,"Iku oro to pa obinrin omoodun mejilelogun kan, Adenuga Tope lopopona Imalefalaafia, laduugbo Oke- [PET_BOUNDARY]do[PET_BOUNDARY] do , n'ibadan, ti so awon ebi atawon alabaagbe e laduugbo naa sinu ofo ati ironu nla....",http://www.alaroyeonline.com/searchi.php,1,sometimes_euph
1235,1235,je,eat,sex,Sexual Activity,0,Wọn si le e [PET_BOUNDARY]je[PET_BOUNDARY] ọkan ejo naa pẹlu ẹjẹ ejo tabi oti waini Vodka.,https://www.bbc.com/yoruba/agbaye-49463852,1,sometimes_euph
614,614,pa ipò dá,changed position,death,Death,1,Ọ gbadura pe ki Ọlọrun fun wọn lọgbọn ati oye lati yan ẹni to yẹ sipo Olubadan ti o [PET_BOUNDARY]papo da[PET_BOUNDARY] .,https://yoruba.von.gov.ng/2022/01/03/acf-gboriyin-fun-olubadan-ti-o-papo-da/,1,sometimes_euph
177,177,iho,hole,vagina,Bodily Functions/Parts,0,"1 ANGẸLI karun si fun, mo si ri irawọ kan bọ́ si ilẹ lati ọrun wá: a si fi i [PET_BOUNDARY]iho[PET_BOUNDARY] a iho ọgbun fun u. 2 O si ṣí iho ọgbun na; ẹ̃fin si ru jade lati inu iho na wá, bi ẹ̃fin ileru nla; õrùn ati oju sanma si ṣõkun nitori ẹ̃fin iho na. 3 Ẽṣú si jade ti inu ẹ̃fin na wá sori ilẹ: a si fi agbara fun wọn bi akẽkẽ ilẹ ti li agbara. 4 A si sọ fun wọn pe ki nwọn ki o máṣe pa koriko ilẹ lara, tabi ohun tutù kan, tabi igikigi kan; bikoṣe awọn enia ti kò",http://gospelgo.com/f/yoruba_bible.htm,1,sometimes_euph
1660,1660,alafowora,one whose hands makes things disappear (thief),a thief,Social,1,"Ṣe wọn ni bo ba ru ni loju, aa bi ilẹ leere, eyi lo mu ki gbogbo wọn ko ara wọn lọ sọdọ babalawo ọdaran yii, wọn ni ko ba awọn gbe Ifa janlẹ, ki ẹlẹrii-ipin taṣiiri ẹni to huwa [PET_BOUNDARY]afọwọra[PET_BOUNDARY] naa laarin awọn.",https://alaroye.org/tori-buredi-ati-omi-ti-samson-ji-adajo-so-o-sewon-odun-meta/,1,always_euph
85,85,epo,thing of the month,menstruation,Bodily Functions/Parts,0,Ọ̀wọ́ngóg [PET_BOUNDARY]epo[PET_BOUNDARY] po bẹtiróólù,bbc,1,sometimes_euph
2049,2049,Alejo,visitor,menstruation,bodily function,1,O ra ogun tori pe ko ri [PET_BOUNDARY]Alejo[PET_BOUNDARY] re dede,Iyanu,1,sometimes_euph
1059,1059,do,punch or touch,sex,Sexual Activity,1,Ekaro eejo semori obo [PET_BOUNDARY]do[PET_BOUNDARY] ni ado moju,https://www.facebook.com/groups/152142266886960,1,sometimes_euph
808,808,teri gba aso,bury the head in a cloth,death,Death,1,"O ku dede ka gbe gbe’wi d’akesan, Oba Jayin [PET_BOUNDARY]teri gbaso[PET_BOUNDARY]",https://www.abibitumi.com/wp-content/uploads/ppMigration/30027=764-adagunodo.pdf,1,always_euph
2129,2129,Itura,relief,orgasm,Bodily Functions/Parts,0,"Ọrọ buruku, to n tẹrin, ni iṣẹlẹ kan to waye nilu Ikere Ekiti, nipinlẹ Ekiti, lẹyin ti ọkunrin kan kú nibi to ti n ni ibalopọ pẹlu obinrin kan n [PET_BOUNDARY]Itura[PET_BOUNDARY] tura.",https://www.bbc.com/yoruba/articles/cgrzv7p45r3o,1,sometimes_euph
197,197,iho,hole,vagina,Bodily Functions/Parts,0,"Ki nwọn ki o to de isalẹ [PET_BOUNDARY]iho[PET_BOUNDARY] , awọn kiniun bori wọn, nwọn si fọ egungun wọn tũtu. 25 Nigbana ni Dariusi, ọba kọwe si gbogbo enia, orilẹ, ati ède ti o wà ni gbogbo aiye pe, Ki alafia ki o ma bi si i fun nyin. 26 Mo paṣẹ pe, Ni gbogbo igberiko ijọba mi, ki awọn enia ki o ma warìri, ki nwọn si ma bẹ̀ru niwaju Ọlọrun Danieli, nitoripe on li Ọlọrun alãye, on si duro lailai, ati ijọba rẹ̀, eyi ti a kì yio le",http://gospelgo.com/f/yoruba_bible.htm,1,sometimes_euph
93,93,epo,thing of the month,menstruation,Bodily Functions/Parts,0,"Adari agba ileeṣẹ NNPC, Mele Kyari ṣalaye eyi ninu atẹjade kan to fi si oju opoTwitter rẹ lẹyin to ṣe abẹwo si gomina ipinlẹ Nasarawa, Abdullahi pe, igbesẹ naa wa lara awọn eto wi [PET_BOUNDARY]epo[PET_BOUNDARY] epo rọbi lawọn agbegbe to jina si ori omi ni Naijiria.",https://www.bbc.com/yoruba/articles/cxx4lk8795yo,1,sometimes_euph
402,402,kinni,something,penis,Bodily Functions/Parts,0,[PET_BOUNDARY]kinni[PET_BOUNDARY] Okunrin le lo ti yoo Maa fi pe Lori obinrin. Nitori awon Obinrin asiko Yi o like 5min man rara Mo o. Ejo kinni?,,1,sometimes_euph
